Postort,KnNamn,KnNamn.kort,KnKod,LnNamn,LnNamn.kort,LnKod,LnBokstav
Gyttorp,Nora kommun,Nora,1884,Örebro län,Örebro,18,T
Nora,Nora kommun,Nora,1884,Örebro län,Örebro,18,T
Norberg,Norbergs kommun,Norberg,1962,Västmanlands län,Västmanland,19,U
Bergsjö,Nordanstigs kommun,Nordanstig,2132,Gävleborgs län,Gävleborg,21,X
Gnarp,Nordanstigs kommun,Nordanstig,2132,Gävleborgs län,Gävleborg,21,X
Harmånger,Nordanstigs kommun,Nordanstig,2132,Gävleborgs län,Gävleborg,21,X
Hassela,Nordanstigs kommun,Nordanstig,2132,Gävleborgs län,Gävleborg,21,X
Ilsbo,Nordanstigs kommun,Nordanstig,2132,Gävleborgs län,Gävleborg,21,X
Jättendal,Nordanstigs kommun,Nordanstig,2132,Gävleborgs län,Gävleborg,21,X
Stocka,Nordanstigs kommun,Nordanstig,2132,Gävleborgs län,Gävleborg,21,X
Strömsbruk,Nordanstigs kommun,Nordanstig,2132,Gävleborgs län,Gävleborg,21,X
Gräsmyr,Nordmalings kommun,Nordmaling,2401,Västerbottens län,Västerbotten,24,AC
Håknäs,Nordmalings kommun,Nordmaling,2401,Västerbottens län,Västerbotten,24,AC
Lögdeå,Nordmalings kommun,Nordmaling,2401,Västerbottens län,Västerbotten,24,AC
Nordmaling,Nordmalings kommun,Nordmaling,2401,Västerbottens län,Västerbotten,24,AC
Norrfors,Nordmalings kommun,Nordmaling,2401,Västerbottens län,Västerbotten,24,AC
Nyåker,Nordmalings kommun,Nordmaling,2401,Västerbottens län,Västerbotten,24,AC
Rundvik,Nordmalings kommun,Nordmaling,2401,Västerbottens län,Västerbotten,24,AC
Åby,Norrköpings kommun,Norrköping,0581,Östergötlands län,Östergötland,05,E
Kimstad,Norrköpings kommun,Norrköping,0581,Östergötlands län,Östergötland,05,E
Kolmården,Norrköpings kommun,Norrköping,0581,Östergötlands län,Östergötland,05,E
Norrköping,Norrköpings kommun,Norrköping,0581,Östergötlands län,Östergötland,05,E
Norsholm,Norrköpings kommun,Norrköping,0581,Östergötlands län,Östergötland,05,E
Skärblacka,Norrköpings kommun,Norrköping,0581,Östergötlands län,Östergötland,05,E
Svärtinge,Norrköpings kommun,Norrköping,0581,Östergötlands län,Östergötland,05,E
Vikbolandet,Norrköpings kommun,Norrköping,0581,Östergötlands län,Östergötland,05,E
Arholma,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Bergshamra,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Björkö,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Blidö,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Edsbro,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Furusund,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Gräddö,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Grisslehamn,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Hallstavik,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Herräng,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Norrtälje,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Rånäs,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Rimbo,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Skebobruk,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Väddö,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Vätö,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Yxlan,Norrtälje kommun,Norrtälje,0188,Stockholms län,Stockholm,01,AB
Bastuträsk,Norsjö kommun,Norsjö,2417,Västerbottens län,Västerbotten,24,AC
Norsjö,Norsjö kommun,Norsjö,2417,Västerbottens län,Västerbotten,24,AC
Alsterbro,Nybro kommun,Nybro,0881,Kalmar län,Kalmar,08,H
Gullaskruv,Nybro kommun,Nybro,0881,Kalmar län,Kalmar,08,H
Målerås,Nybro kommun,Nybro,0881,Kalmar län,Kalmar,08,H
Nybro,Nybro kommun,Nybro,0881,Kalmar län,Kalmar,08,H
Orrefors,Nybro kommun,Nybro,0881,Kalmar län,Kalmar,08,H
Örsjö,Nybro kommun,Nybro,0881,Kalmar län,Kalmar,08,H
Ålberga,Nyköpings kommun,Nyköping,0480,Södermanlands län,Södermanland,04,D
Enstaberga,Nyköpings kommun,Nyköping,0480,Södermanlands län,Södermanland,04,D
Jönåker,Nyköpings kommun,Nyköping,0480,Södermanlands län,Södermanland,04,D
Nävekvarn,Nyköpings kommun,Nyköping,0480,Södermanlands län,Södermanland,04,D
Nyköping,Nyköpings kommun,Nyköping,0480,Södermanlands län,Södermanland,04,D
Stavsjö,Nyköpings kommun,Nyköping,0480,Södermanlands län,Södermanland,04,D
Stigtomta,Nyköpings kommun,Nyköping,0480,Södermanlands län,Södermanland,04,D
Tystberga,Nyköpings kommun,Nyköping,0480,Södermanlands län,Södermanland,04,D
Vrena,Nyköpings kommun,Nyköping,0480,Södermanlands län,Södermanland,04,D
Nykvarn,Nykvarns kommun,Nykvarn,0140,Stockholms län,Stockholm,01,AB
Norra Sorunda,Nynäshamns kommun,Nynäshamn,0192,Stockholms län,Stockholm,01,AB
Nynäshamn,Nynäshamns kommun,Nynäshamn,0192,Stockholms län,Stockholm,01,AB
Ösmo,Nynäshamns kommun,Nynäshamn,0192,Stockholms län,Stockholm,01,AB
Segersäng,Nynäshamns kommun,Nynäshamn,0192,Stockholms län,Stockholm,01,AB
Sorunda,Nynäshamns kommun,Nynäshamn,0192,Stockholms län,Stockholm,01,AB
Stora Vika,Nynäshamns kommun,Nynäshamn,0192,Stockholms län,Stockholm,01,AB
Åmotsbruk,Ockelbo kommun,Ockelbo,2101,Gävleborgs län,Gävleborg,21,X
Jädraås,Ockelbo kommun,Ockelbo,2101,Gävleborgs län,Gävleborg,21,X
Lingbo,Ockelbo kommun,Ockelbo,2101,Gävleborgs län,Gävleborg,21,X
Ockelbo,Ockelbo kommun,Ockelbo,2101,Gävleborgs län,Gävleborg,21,X
Bohus-Björkö,Öckerö kommun,Öckerö,1407,Västra Götalands län,Västra Götaland,14,O
Fotö,Öckerö kommun,Öckerö,1407,Västra Götalands län,Västra Götaland,14,O
Grötö,Öckerö kommun,Öckerö,1407,Västra Götalands län,Västra Götaland,14,O
Hälsö,Öckerö kommun,Öckerö,1407,Västra Götalands län,Västra Götaland,14,O
Hönö,Öckerö kommun,Öckerö,1407,Västra Götalands län,Västra Götaland,14,O
Hyppeln,Öckerö kommun,Öckerö,1407,Västra Götalands län,Västra Götaland,14,O
Källö-Knippla,Öckerö kommun,Öckerö,1407,Västra Götalands län,Västra Götaland,14,O
Kalvsund,Öckerö kommun,Öckerö,1407,Västra Götalands län,Västra Götaland,14,O
Öckerö,Öckerö kommun,Öckerö,1407,Västra Götalands län,Västra Götaland,14,O
Rörö,Öckerö kommun,Öckerö,1407,Västra Götalands län,Västra Götaland,14,O
Ödeshög,Ödeshögs kommun,Ödeshög,0509,Östergötlands län,Östergötland,05,E
Jämshög,Olofströms kommun,Olofström,1060,Blekinge län,Blekinge,10,K
Kyrkhult,Olofströms kommun,Olofström,1060,Blekinge län,Blekinge,10,K
Olofström,Olofströms kommun,Olofström,1060,Blekinge län,Blekinge,10,K
Vilshult,Olofströms kommun,Olofström,1060,Blekinge län,Blekinge,10,K
Brevens Bruk,Örebro kommun,Örebro,1880,Örebro län,Örebro,18,T
Dyltabruk,Örebro kommun,Örebro,1880,Örebro län,Örebro,18,T
Ervalla,Örebro kommun,Örebro,1880,Örebro län,Örebro,18,T
Garphyttan,Örebro kommun,Örebro,1880,Örebro län,Örebro,18,T
Glanshammar,Örebro kommun,Örebro,1880,Örebro län,Örebro,18,T
Kilsmo,Örebro kommun,Örebro,1880,Örebro län,Örebro,18,T
Lillkyrka,Örebro kommun,Örebro,1880,Örebro län,Örebro,18,T
Odensbacken,Örebro kommun,Örebro,1880,Örebro län,Örebro,18,T
Örebro,Örebro kommun,Örebro,1880,Örebro län,Örebro,18,T
Stora Mellösa,Örebro kommun,Örebro,1880,Örebro län,Örebro,18,T
Vintrosa,Örebro kommun,Örebro,1880,Örebro län,Örebro,18,T
Åsljunga,Örkelljunga kommun,Örkelljunga,1257,Skåne län,Skåne,12,M
Eket,Örkelljunga kommun,Örkelljunga,1257,Skåne län,Skåne,12,M
Örkelljunga,Örkelljunga kommun,Örkelljunga,1257,Skåne län,Skåne,12,M
Skånes Fagerhult,Örkelljunga kommun,Örkelljunga,1257,Skåne län,Skåne,12,M
Arnäsvall,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Bjästa,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Björna,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Bonässund,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Bredbyn,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Domsjö,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Gideå,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Husum,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Järved,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Köpmanholmen,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Långviksmon,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Mellansel,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Moliden,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Örnsköldsvik,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Överhörnäs,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Sidensjö,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Själevad,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Skorped,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Solberg,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Trehörningsjö,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Ulvöhamn,Örnsköldsviks kommun,Örnsköldsvik,2284,Västernorrlands län,Västernorrland,22,Y
Orsa,Orsa kommun,Orsa,2034,Dalarnas län,Dalarna,20,W
Skattungbyn,Orsa kommun,Orsa,2034,Dalarnas län,Dalarna,20,W
Ellös,Orust kommun,Orust,1421,Västra Götalands län,Västra Götaland,14,O
Gullholmen,Orust kommun,Orust,1421,Västra Götalands län,Västra Götaland,14,O
Hälleviksstrand,Orust kommun,Orust,1421,Västra Götalands län,Västra Götaland,14,O
Henån,Orust kommun,Orust,1421,Västra Götalands län,Västra Götaland,14,O
Käringön,Orust kommun,Orust,1421,Västra Götalands län,Västra Götaland,14,O
Mollösund,Orust kommun,Orust,1421,Västra Götalands län,Västra Götaland,14,O
Nösund,Orust kommun,Orust,1421,Västra Götalands län,Västra Götaland,14,O
Stillingsön,Orust kommun,Orust,1421,Västra Götalands län,Västra Götaland,14,O
Svanesund,Orust kommun,Orust,1421,Västra Götalands län,Västra Götaland,14,O
Varekil,Orust kommun,Orust,1421,Västra Götalands län,Västra Götaland,14,O
Killeberg,Osby kommun,Osby,1273,Skåne län,Skåne,12,M
Lönsboda,Osby kommun,Osby,1273,Skåne län,Skåne,12,M
Osby,Osby kommun,Osby,1273,Skåne län,Skåne,12,M
Visseltofta,Osby kommun,Osby,1273,Skåne län,Skåne,12,M
Bockara,Oskarshamns kommun,Oskarshamn,0882,Kalmar län,Kalmar,08,H
Fårbo,Oskarshamns kommun,Oskarshamn,0882,Kalmar län,Kalmar,08,H
Figeholm,Oskarshamns kommun,Oskarshamn,0882,Kalmar län,Kalmar,08,H
Kristdala,Oskarshamns kommun,Oskarshamn,0882,Kalmar län,Kalmar,08,H
Oskarshamn,Oskarshamns kommun,Oskarshamn,0882,Kalmar län,Kalmar,08,H
Påskallavik,Oskarshamns kommun,Oskarshamn,0882,Kalmar län,Kalmar,08,H
Åkersberga,Österåkers kommun,Österåker,0117,Stockholms län,Stockholm,01,AB
Husarö,Österåkers kommun,Österåker,0117,Stockholms län,Stockholm,01,AB
Ingmarsö,Österåkers kommun,Österåker,0117,Stockholms län,Stockholm,01,AB
Ljusterö,Österåkers kommun,Österåker,0117,Stockholms län,Stockholm,01,AB
Österskär,Österåkers kommun,Österåker,0117,Stockholms län,Stockholm,01,AB
Brunflo,Östersunds kommun,Östersund,2380,Jämtlands län,Jämtland,23,Z
Fåker,Östersunds kommun,Östersund,2380,Jämtlands län,Jämtland,23,Z
Frösön,Östersunds kommun,Östersund,2380,Jämtlands län,Jämtland,23,Z
Häggenås,Östersunds kommun,Östersund,2380,Jämtlands län,Jämtland,23,Z
Lit,Östersunds kommun,Östersund,2380,Jämtlands län,Jämtland,23,Z
Orrviken,Östersunds kommun,Östersund,2380,Jämtlands län,Jämtland,23,Z
Östersund,Östersunds kommun,Östersund,2380,Jämtlands län,Jämtland,23,Z
Tandsbyn,Östersunds kommun,Östersund,2380,Jämtlands län,Jämtland,23,Z
Alunda,Östhammars kommun,Östhammar,0382,Uppsala län,Uppsala,03,C
Gimo,Östhammars kommun,Östhammar,0382,Uppsala län,Uppsala,03,C
Gräsö,Östhammars kommun,Östhammar,0382,Uppsala län,Uppsala,03,C
Hargshamn,Östhammars kommun,Östhammar,0382,Uppsala län,Uppsala,03,C
Öregrund,Östhammars kommun,Östhammar,0382,Uppsala län,Uppsala,03,C
Österbybruk,Östhammars kommun,Östhammar,0382,Uppsala län,Uppsala,03,C
Östhammar,Östhammars kommun,Östhammar,0382,Uppsala län,Uppsala,03,C
Broby,Östra Göinge kommun,Östra Göinge,1256,Skåne län,Skåne,12,M
Glimåkra,Östra Göinge kommun,Östra Göinge,1256,Skåne län,Skåne,12,M
Hanaskog,Östra Göinge kommun,Östra Göinge,1256,Skåne län,Skåne,12,M
Immeln,Östra Göinge kommun,Östra Göinge,1256,Skåne län,Skåne,12,M
Knislinge,Östra Göinge kommun,Östra Göinge,1256,Skåne län,Skåne,12,M
Sibbhult,Östra Göinge kommun,Östra Göinge,1256,Skåne län,Skåne,12,M
Alfta,Ovanåkers kommun,Ovanåker,2121,Gävleborgs län,Gävleborg,21,X
Edsbyn,Ovanåkers kommun,Ovanåker,2121,Gävleborgs län,Gävleborg,21,X
Viksjöfors,Ovanåkers kommun,Ovanåker,2121,Gävleborgs län,Gävleborg,21,X
Voxnabruk,Ovanåkers kommun,Ovanåker,2121,Gävleborgs län,Gävleborg,21,X
Lansjärv,Överkalix kommun,Överkalix,2513,Norrbottens län,Norrbotten,25,BD
Överkalix,Överkalix kommun,Överkalix,2513,Norrbottens län,Norrbotten,25,BD
Hedenäset,Övertorneå kommun,Övertorneå,2518,Norrbottens län,Norrbotten,25,BD
Juoksengi,Övertorneå kommun,Övertorneå,2518,Norrbottens län,Norrbotten,25,BD
Övertorneå,Övertorneå kommun,Övertorneå,2518,Norrbottens län,Norrbotten,25,BD
Pello,Övertorneå kommun,Övertorneå,2518,Norrbottens län,Norrbotten,25,BD
Oxelösund,Oxelösunds kommun,Oxelösund,0481,Södermanlands län,Södermanland,04,D
Junosuando,Pajala kommun,Pajala,2521,Norrbottens län,Norrbotten,25,BD
Kainulasjärvi,Pajala kommun,Pajala,2521,Norrbottens län,Norrbotten,25,BD
Kangos,Pajala kommun,Pajala,2521,Norrbottens län,Norrbotten,25,BD
Korpilombolo,Pajala kommun,Pajala,2521,Norrbottens län,Norrbotten,25,BD
Lovikka,Pajala kommun,Pajala,2521,Norrbottens län,Norrbotten,25,BD
Muodoslompolo,Pajala kommun,Pajala,2521,Norrbottens län,Norrbotten,25,BD
Pajala,Pajala kommun,Pajala,2521,Norrbottens län,Norrbotten,25,BD
Tärendö,Pajala kommun,Pajala,2521,Norrbottens län,Norrbotten,25,BD
Jonsered,Partille kommun,Partille,1402,Västra Götalands län,Västra Götaland,14,O
Öjersjö,Partille kommun,Partille,1402,Västra Götalands län,Västra Götaland,14,O
Partille,Partille kommun,Partille,1402,Västra Götalands län,Västra Götaland,14,O
Sävedalen,Partille kommun,Partille,1402,Västra Götalands län,Västra Götaland,14,O
Perstorp,Perstorps kommun,Perstorp,1275,Skåne län,Skåne,12,M
Altersbruk,Piteå kommun,Piteå,2581,Norrbottens län,Norrbotten,25,BD
Arnemark,Piteå kommun,Piteå,2581,Norrbottens län,Norrbotten,25,BD
Blåsmark,Piteå kommun,Piteå,2581,Norrbottens län,Norrbotten,25,BD
Hemmingsmark,Piteå kommun,Piteå,2581,Norrbottens län,Norrbotten,25,BD
